content,score,Sentimen
"Tolong diperbaiki masalah pada jaringan nya, masa verifikasi akun lama banget, sampe sekarang belum terverifikasi juga, jadi sebel, kirain WiFi saya yg lemot, ternyata aplikasi nya slow respon alias lemot, GK Kya lainnya lancar jaya. Tolong ya diperbaiki, supaya pemakai aplikasi ini nyaman.",2,Negatif
"Aplikasi jualan yg ribet, tidak memajukan umkm, kl ada komplain transaksi sebagai yg punya rumah bulalapak tidak membantu sama sekali. Barang yg dipoto dengan yg dikirim berbeda. Di komplain tanggapannya cm manis di tulisan tp tidak ada tindak lanjut.. Mengecewakan",1,Negatif
"Percuma ada buka lapak paylater, setiap digunakan selalu transaksi otomatis dibatalkan. Padahal limit ada. Jadi kayak pajangan aja itu limit. Katanya sponsored by kredivo, nah kredivo saya aja gak masalah malah bisa dipakai belanja di buka lapak. Menyesatkan deh tuh tampilan limit cuma bikin kesel gak bisa dipakai.",1,Negatif
"Aplikasi yg sangat mengecewakan, suami saya kena hack, pembelanjaan lewat Bukalapak dengan sistem pembayaran lewat akulaku cicil nominal hampir 7jt. Tapi minta data barang yg dibeli, alamat kirim dan pemesannya sulit sekali walaupun sudah memberikan nomor invoice pembelian. Padahal bs digunakan untuk menangkap pelaku data tersebut. Apakah ada permainan org dalam? Mohon di cek kembali :)",1,Negatif
"Cara belanja/jualan paling aman & nyaman. Fitur-fiturnya sudah lebih menarik seperti best seller/serasa jadi pelapak premium,live chat/buka bantuan dan komplain lebih cepat ditangani sehingga kalau ada masalah cepat selesai. SEBAGAI SARAN : Kelemahan Bukalapak hanya satu yaitu : gratis ongkir minimal 0 rupiahnya atau minimal belanja 10ribu nya masih pelit,jadi buyer banyak berpindah ke Marketplace lain,padahal hanya satu2nya Marketplace ter aman di Indonesia adalah BUKALAPAK, Terimakasih",5,Positif
"Fitur keamanannya belum lengkap. Saya penjual keuntungan saya dipotong 6 kali transaksi total 60rb untuk membayar ongkir. Modusnya, bukalapak menawarkan diskon, lalu setelah transaksi selesai dan paket sudah diterima pelanggan tiba2 diskon dibatalkan, dan ongkir dibayar oleh penjual. Dengan dalih penyalahgunaan diskon. Di shopee dan di tokped, keamanan transaksi mereka sudah oke, sehingga apapun jenis penyalahgunaan dapat dibatalkan sebelum transaksi. Kecewa. saya tertipu. Hati2",1,Negatif
"Sejauh ini, memuaskan dalam berbelanja. Cuma ya ada beberapa fitur yg mengganggu menurut saya, seperti misal klik tambahkan ke keranjang menurut saya langsung saja ditambahkan, tapi ini muncul pop-up yg langsung ke keranjang kita dan ada opsi beli. Padahal jika kita melihat produk juga ada opsi tambah ke keranjang dan beli sekarang. Sebenarnya ini hanya untuk ke efisiensinya bagi saya. Tapi, so far so good.",5,Positif
"Mantap saya sangat suka, semua udah ok, namun ada satu hal yg sering membuat saya kecewa itu adalah masalah vocer ya? Misal, Vocer gratis ongkir hanya bisa di gunakan kurir2 tertentu, nah biasa saya juga merasa percuma punya banyak hadiah vocer Karana semua vocer tidak berlaku dalam pebelian metode cod atau tidak berlaku buat kurir yg sudah saya pilih....",1,Negatif
"Kehadiran bukalapak sangat membantu, dan sangat terasa manfaatnya, sukses terus buat bukalapak, namun sayang saat ini, aplikasi bl tidak dapat di instal di hp ini, xiaomi note 2, berawal dari permintaan update ke versi terbaru, dari sanalah masalah hadir, berbagai cara telah dilakukan mulai pembersihan hingga reset hp ke pengaturan pabrik namun hasilnya tetap sama, adakah alternative solusi lainnya?",5,Positif
1. Aplikasi lemot setelah di update 2. Banyak pelapak yg slowrespon terhadap buyer (ga niat jualan mungkin) 3. Jadiin bukalapak opsi cadangan karena kedua faktor diatas 4. Pilih LZD yg lebih fastrespon. Ga jauh beda ongkirnya 5. KENAPA ULASAN SAYA DI DELETE...!!!!,1,Negatif
"Aplikasinya skrg lamaaaa banget buka seluruh menu, sampai saya kira kuota internet yg habis, tapi buka marketplace tetangga lancar2 aja gak ada lag...perbaiki fitur pencarian di menu beranda, kalau saya ketik ""baja ringan"" malah tampil alat2 pendukung kerjaan seputar ""baja ringan"" (gunting baja, baut baja)...mestinya yg muncul itu ""baja ringan"" benda utamanya, misal Kanal C atau besi holo 4x4...jadi males nyari apa2 lg di BL",2,Negatif
"Aplikasi olshop terberat & terlemot 👎 sudah pakai jaringan wifi tapi masih saja loadingnya lama banget.. segera diperbaiki donk biar gak kalah dengan yang lainnya.. ternyata keluhannya rata2 sama dan balasannya juga sama itu2 saja (gak mutu) suruh cek signal/jaringan.. woy boss, jangan ngeyel lah.. ini pakai wifi buka olshop lain dan yt lancar banget koq gak ada kendala sama sekali.. jadikan masukan, jangan membela diri terus.. faktanya emang lemot banget koq apk BL nya yang update'an terbaru",1,Negatif
"Ini aplikasi bukalapak di android sebenarnya hrs spek hp seperti apa sih biar bisa digunakan lancar dan nyaman dalam mencari barang dan melakukan transaksi? Udah laporan udah di perbaharui tetap aja lemot, ngehang, blackout, sering tiba-tiba tidak ditemukan pdhl sdg melihat barang yg dicari, skrg bertransaksi sampai sukses hrs extra sabar, sampai di hp android ada tulisan aplikasi bukalapak terus berhenti. Apa solusimu hah suruh clear cache, cek jaringan, atau malah nyaranin pke versi desktop?",1,Negatif
"Cuma mau bilang, 1. aplikasi nya lemot, buka menu transaksi, akun, favorit, etc. loadingnya 1 menit lebih (dalam jaringan normal). 2. Punya voucher 40 lebih, tp ngga ada 1 pun yg bisa di gunakan saat pengiriman pakai kurir yg instant. Karena order nya harus pakai ekspedisi ini lah, itulah...pantes kalo banyak yg pindah ke ""orange"". 3. Ngga usah di bales, karena jawabannya pasti di arahin ke bl.id/appreview.",1,Negatif
"Terima kasih BUKALAPAK, Aplikasinya mudah di akses, bagus, lengkap dan bermanfaat, di dalamnya ada semua yg kita butuhkan, penggunaan Promo nya juga Mudah & Lancar. Hanya saja Ongkirnya masih terlalu tinggi di bandingkan marketplace sebelah walaupun sudah ada potongan, saat ini saya belanja 95% via Marketplace, Disarankan bisa lebih sederhana lagi khusus ongkirnya.",5,Positif
"Makin kesini kog lemot, beda sama sebelah yang warna nya ijo, desain user interface nya ,userfriendly,milenial, keren dan aplikasi nya cepat, mohon ditingkatkan kualitas aplikasi nya supaya tidak tertinggal sama sebelah. Saya sebagai pengguna Bukalapak cukup kecewa :(",2,Negatif
"Aplikasi paling jelek yang pernah saya pakai, promo gratis ongkir berkali² itu bohong. Proses tracking paket sangat susah, klaim untuk barang hilang sangat susah, formulir untuk klaimnya banyak bug sehingga tombol upload tidak bisa diklik. Padahal kita sudah bayar asuransi. PARAH. PERTAMA DAN TERAKHIR.",1,Negatif
"Pengalaman jual beli sih oke, fitur kaya, biaya layanan murah... Namun produk digital cukup mahal biayanya. Yang jadi PR Terbesar tim pengembang adalah membuat aplikasi yang tidak begitu berat, dan perlu UI yang lebih smooth dan ringan serta minimalis",4,Positif
"UI-nya kurang update/kurang nyaman. Banyak penipuuu, mulai dari barang yang dateng berbeda, spam produk,dll. CSnya juga lama menangani complainnya. Mohon sering sering di cek dan di sterilin dari toko toko yang mencurigakan.",1,Negatif
Aplikasi emang oke. Tapi kurir nya tidak bagus. Lama pengiriman terus aja sedang di pick up tidak berubah sampai pengiriman. beda sama aplikasi shopee ya pesen sekarang besok bisa sampai!!!!!,1,Negatif
"Pertama x blanja dibuklap, pengiriman cepat barang ori mantapp... :) Pernah 2x transaksi beli pulsa 3, tagihan masuk pulsanya ga nyampe hehe, mungkin salah saya yg langsung klik keluar transaksi ketika proses transaksi blm beres...",4,Positif
"Warna tampilannya terkesan kuno, warnanya kurang enak dipandang wlaupun secara UI lebih simple daripada E commerce lain, untuk pengembangan selanjutnya mungkin Warna tampilan bisa dirombak agar nyaman dipandang hehe 👍",4,Positif
"Sangat kecewa sekali baru daftar dan dapat limit payleter transaksi itu pun belum deal masa langsung di bekukan padahal saya tidak merasa memakai saldo , tapi ada balasan ( jika paylater Anda diaktifkan kembali bayar tagihan dahulu ) padahal saya sama sekali blm memakai saldo nya , saya tidak akan membayar trimakasih",1,Negatif
Saya sdh lama menggunakan buka lapak.. Sebelumnya lancar² saja... Namun ketika saya belanja salah satu flash sale salah satu produk yg ternyata penipuan.. Dimana barang yg dikirim tidak pernah sampai dgn menggunakan resi palsu.. Dan saya komplain.. Pihak buka lapak tidak dpt berbuat apa².. Dan saya mengalami kerugian.. Sungguh kecewa... Sejak itu sy tdk lagi menggunakan applikasi ini krn tdk dpt menjamin keamanan transaksinya..,1,Negatif
"Ah app masi gak jelas, gak ada perubahan yang mengembirakan. masi byk sisi yg belum sesuai ekspetasi. Skrg Mau daftar pake e-ktp dibilang blur tapi aplikasi tetangga bisa kebaca, ya sudahlah delete aja.",1,Negatif
"Setelah logout tidak bisa login di kembali di aplikasi mitra bukalapak dan bukalapak, telah dicoba hapus data dan install aplikasi selama lebih dari dari minggu, sudah mencoba tanya di costumer servicenya tapi tetap tidak memberikan solusì sama sekali. Sampe skrg tidak bisa login",1,Negatif
"Bagus, APLIKASI BUKALAPAK tidak lemod/lemood/lemot di hp saya yang sudah lumayan penuh penyimpanan nya. LANCAR semua dan saya pakai WiFi. Informasi barang sampai mananya juga singkat padat jelas. Tidak panjang lebar seperti aplikasi sebelah. Terimakasih",5,Positif
"BL semakin kesini semakin bikin kecewa. Aplikasi yg tambah lemot, setiap pilih menu selalu muter2 dulu, gak reaponsif. Beda dg sebelah. Maaf, dulu memang saya pelanggan setia BL, tapi semenjak lemot itu saya lebih sering ke sebelah",1,Negatif
"Yang paling menyebalkan adalah terlalu besar memakan kuota ini aplikasi , jaringan harus bener2 kuat baru gampang di buka nya , coba kalau jaringan/ kuota pas pasan pasti lambat nya minta ampun , jgn kan ke keranjang buka chat aja lama banget , tolong di perbaiki lagi biar semua pengguna dapat menggunakan dengan nyaman..",1,Negatif
"Tolong di perbaiki sistemnya, terutama untuk voucher. Karena setiap mendapat cashback selalu saldo credits tidak otomatis masuk. Harus komplain dulu. Makin kesini makin menurun performa nya bukalapak.",1,Negatif
"Masih ada yg kurang di notif live chat untuk pelanggan seller selain email dan sms tidak bisa tampil ketika dlm mode diluar aplikasi. Jadi harus dibuka dulu apk bukalapak nya, baru bisa tau kl ada chat yg masuk. Mohon perbaikannya. Terimakasih",4,Positif
"Hati-hati berbelanja di bukalapak melalui pembayaran metode paylater yang saya alamin. Proses pembayaran di proses sampai ada tagihan ke saya lewat email dan sms, sedangkan barang tidak di proses. Saya mencoba komplen live chat sudah 3x tidak ada sosusinya sampai yang paling parah yang ke 3x nya koneksi internetnya terputus terus, padahal sinyal wifi saya kencang banget. Terlihat bukalapak bukan memuaskan pelanggannya akan tetapi bikin kecewa seperti saya ini. (BUKTI DAN VIDIO SAYA ADA)",1,Negatif
Selalu dapat peringatan update tiap bulan.. jika sudah begitu. Aplikasi tak bisa d jalankan.. susah buat hp kentang. Aplikasi yang lain.walopun dapat peringatan update. Tapi tetep bisa di jalankan. Kalo bukalapak ya tidak.. tidak update ya aplikasi gg bisa jalan. Mandek. .. nyebelin,2,Negatif
Turun jadi dua bintang soalnya aplikasi ga dapat dipakai untuk mencari barang. Uda beberapa hari selalu hilang koneksi Disetiap menggunakan pencarian barang. Selalu muncul OH TIDAK KONEKSIMU HILANG. mungkin karna pesawat antariksa baru saja melintas. Ada2 aja Jadi batal transaksi. Akhirnya lari ke online shoop sebelah.,2,Negatif
"Kurangnya menjaga privacy user, entah kenapa setiap feedback bisa dengan mudahnya ditampilkan di search enggine hanya dengan mengetikkan nama pengguna itu sendiri. Saya ketik nama di search enggine muncullah nama & review setiap produk yg saya beli. Saya klik tab gambar muncullah foto² review dari barang yg saya beli. Meskipun yg dibeli tidak aneh² dan komentarnya baik². Tapi saya tetap tidak suka karena dengan mudahnya orang lain bisa cari informasi pribadi di search enggine.",1,Negatif
"Prosesnya mudah, jasa pengiriman beragam/banyak pilihan, sistem pembayaran juga mudah dan vanyak pilihan, plus ada bonus potongan biaya kirim atau cash back. Barang yang diiklankan juga lengkap dan beragam, perbandingan harga bisa dilihat juga, info daerah pengiriman barang juga ada jadi sangat membantu menentukan pilihan pengiriman.",5,Positif
"Aplikasi yg dipake sudah lama.. Ga ada masalah, @bukalapak tambah lagi bonus "" Nya biar lebih bisa bersaing dengan aplikasi tetangga sebelah.. Tingkatkan kualitas layanan demi kenyamanan pelanggan..",5,Positif
"Terimakasih Buka Lapak, karena telah mempermudah saya dalam pelatihan prakerja dimana proses sangat mudah sangat bermanfaat dan berfaedah, penggunaan aplikasinya juga mudah. semoga bukalapak terus berkembang dan selalu terbaik untuk kedepannya aamiin.",5,Positif
"Sangat bermanfaat sebagai mitra pelatihan diPrakerja, memberikan sesuatu yg diminati dan dapat dipahami dalam pelatihan, dengan pilihan yang bail dan bagus. Saya sangat berterima kasih, karena memudahkan dalam pelatihan prakerja Saya.",5,Positif
"Aplikasi sangat bagus, tapi mohon ada sedikit yg perlu di perbaiki, apabila ada yg chat dari pelanggan sekarang lambatasuknya ke notifikasi ke kami, untuk buka aplikasi dan pengoperasiannya sangat lambat = terlalu berat, loadingnya lama, padahal internet tidak lelet.",5,Positif
"Sy kasih bintang 3 dlu, karena pembayaran lewat transfer tidak bisa. Bunyi pesannya 'Tidak valid'. Pdhal sudah sy update dan restart Hp. *Edit : masalah udah oke dr bbrp th lalu sih dan sekarang pake ini lagi krn toko oranye rese soal pilihan ekspedisi.",5,Positif
"Asli dahh, banyak yg error ni apk 1. Ga bisa ganti password (padahal awal2 login/setelah aku daftar, ga ada tuhh nyuruh bikin password, pas bikin ulang password, kata nya ada kesalahan teknis lahh, atau apalah, 2. Ngirim email aja lama😭🙏 3. Aneh aja, beda ama yg lain😭🙏",4,Positif
"Barusan topup dana tapi lewat bukalapak, sempet deg-degan karna saldo ga masuk-masuk padahal transaksi udah sukses, plus baca banyak bangeeeettt komplain hal serupa. Tp sudah tahu kendalanya. Bagi yg lain klo punya masalah yg sama, coba dicek lagi yg bagian saldo/menu yg ada tulisan saldo kita berapa, disitu ada pilihan Buka Dompet.. Uangnya ternyata masuk ke situ, klo ga salah baca dari tgl berpa aplikasinya gabisa buat pembayaran jd mmg masuk ke Buka Dompet, dr sana bisa pindah k akun dana",4,Positif
"Beberapa kali belanja barang gk pernah sesuai diskripsi dan foto di lapak. Padahal aku dah pilih harga yg paling baik, rating dan ulasan bagus di antara shaller tp tetap aja gak sesuai antara barang dan fotonya. Kalo pengiriman baik dan cepat.",5,Positif
Sangat baik dan bermanfaat dengan aplikasi bukalapak .. dengan aplikasi ini saya dapat membeli pelatihan kartu prakerja saya dan dapat menambah semua pengetahuan saya dengan baik....... Dengan aplikasi ini sangat sekali membantu saya dengan sistem nya yang cepat dan dapat mudah di pahami oleh saya dengan mudah................ Saya sarankan agar setiap membeli pelatihan kartu prakerja agar di beli melalui aplikasi bukalapak aja.. Karna sistem nya mudah dan gampang di pahami oleh setiap orang ....,5,Positif
"Sekarang gratis ongkir nya sudah tidak ada .harus belanja 200 RB minimal baru dapat gratis ongkir, kalo sebelum nya BL oke tanpa minimal transaksi udah dapat gratis ongkir..tolong di perbaiki lagi untuk layanan nya.terutama untuk gratis ongkir nya .biar yang belanja online bisa lebih byk lagi dan tidak berkurang .dan biar tambah berkembang lagi untuk buka lapak,satu lagi Roda rejeki juga sekarang menu nya cuma reksa dana sama zonk aja udh ngga ada yg nama nya gratis ongkir, thx",2,Negatif
"Sangat memuaskan sekali. Terimakasi bukalapa. Sebagai mitra pelatihan prakerja, terbaik terpercaya dan berkualitas. Jenis pelatihan yang lengkap dan baik. Bukalapk sangat membantu dan mempermudah pembelian pelatihan prakerja. Semoga ilmu nya bermanfaat untuk kedepan nya. Terimakasih terimakasih bukalapak,.. Semakin terdepan bukalapa",5,Positif
"Instrukturnya jagoan! Terimakasih prakerja sudah membantu saya untuk terus meningkatkan kemampuan dibidang lainya, sehingga skill bertambah dan peluang bekerja semakin luas, semoga makin banyak lagi yang terbantu oleh kartu prakerja makasih bukalapak telah membantu mempermudah",5,Positif
Fitur chat paling menjengkelkan. Delay parah. Boro2 ngasih notif. Setelah notif pesan delay. Sekarang loading di sektor info transaksi lama. Sudah clear cache gk ada hasil. Padahal di aplikasi lain normal.,5,Positif
"Cukup ringan aplikasi nya, tadi nya suka belanja di oren tapi belakangan mereka jadi berat bgt, akhirnya nyobain Bukalapak dan fiturnya keren keren, dapet diskon ongkir juga di awal pendaftaran, tapi sayangnya barang gratisannya pas mau di ambil error terus haha, sukses terus Bukalapak.",5,Positif
"Aplikasi yang bagus, tapi sangat di sayangkan terlalu banyak pemainnya. Seseorang yang tidak tau standart harga akan mudah tertipu di sini, sebab saat pencarian produk yg muncul paling atas adalah pemain dengan gambar dan diskripsi sama dengan toko aslinya namun dengan harga yang sudah di up tinggi dari harga toko aslinya. Dengan seringnya tertipu harga saya jadi malas untuk berbelanja di sini..",1,Negatif
"Saya telah mengikuti program prakerja dan di bukalapak saya mengambil pelatihan skill academy. Materinya komplit sangat membantu dan mudah dipahami, bukalapak juga mempermudah dalam melakukan transaksi yang sudah tersedia, hemat waktu dan prosesnya cepat",5,Positif
"saya dini astuti, saya salah satu peserta prakerja , saya membeli pelatihan di bukalapak dengan materi "" menentukan badan usaha "" ( skillacademy ). saya telah menyelasikan pelatihan tersebut dan saya sangat suka , karena materi nya lengkap,detail dan mudah di pahami. semuanya sangat membantu. terimakasih bukalapak.",5,Positif
"Ulasan saya 2 tahun yg lalu saya Ubah, klo bintang tetap, tidak menutup kemungkinan bintang akan berganti 1. Permasalahannya. Pilihan kurir pengiriman grabe atau gojek tidak tersedia saat akan melakukan pembayaran, akhirnya pesanan saya batalkan. Padahal di toko tersebut saya sering belanja HP. Mohon penjelasan dari Bukalapak.",5,Positif
"Saya sebagai seller di sini,,,sebelumnya saya mengeluarkan modal dulu untuk biaya push dll,,bagi saya mengeluarkan uang segitu terus menerus sangatlah besar..memang kalo pake biaya promosi ada yang beli meskipun tidak pernah untung atau minimal balik modal lah,tapi setelah di pikir"" kalo terus""n kaya gitu saya rugi biaya promosi dong,saya coba berhenti tuh gak pake biaya promosi lagi dan alhasil Alhamdulillah udah 7 bulan lebih gak ada lagi yang beli,,beda sama di sibiru/orange gratis masih laku",1,Negatif
"Saat ingin memulai pencatatan /pembukuan di bukalapak awalnya ragu krn blm ngerti dan bakal ribet, tetapi setelah perlahan sy coba tetap blm terlalu ngerti, tp kok semakin sy catat ternyata ini simple banget dan mudah di pahami, salut pada tim bukalapak yg telah membuat segalanya jadi lebih mudah.. Mksh bukalapak",5,Positif
"Ketika mau upload barang sudah Saya sesuaikan dari gambar 1-5 agar menjadi gambar bercerita, tapi dari kemarin ketika sudah disusun malah berantakan dan jadi gambar acak. Di marketplace sebelah untuk urusan upload gambar ketika di upload tidak acak, sesuai dengan apa yang kita mau, dari 1 - terakhir. Kalau masalah ini sudah diselesaikan, saya ganti rating nya jadi 5.",1,Negatif
"Kenapa loadingnya lama, Lambat, serasa berat, sinyal full, Hp ram 4, Berasa buka aplikasi 3gb, Dulu lancar Jaya, ringan, Buka toko kiri dan kan oke saja lacar Pas buka aplikasi ini serasa pakai hp ram 521 mb, Mohon tindakannya, sangat tidak nyaman untuk melakaukan belanja dan transaksi lainnya, Promosi dan vocer_vocer sudah baik, Tingga di tingkatkan, untuk kelancarannya, Terimakasih,",2,Negatif
"Sangat puas dengan bukalapak, pernah 2 kali kebeli barang bermasalah, tapi bisa diselesaikan dengan adil dan seharusnya melalui resolusi diskusi antara pembeli, penjual dan bukalapak. Juga program mitra juga keren. Kekurangannya hanya agak kurang sreg di desain, dan sering kalo baru akses masuk selalu agak lelet, pdhl koneksi sdh LTE, mngkin aplikasinya agak berat, semoga bsa ditingkatkan.",5,Positif
Aplikasi sebagian suka eror network.. Dan bar baru ini saya di tipu orang yg mengaku dari bukalapak awalnya saya tidak percaya tapi karena orang sangat mengetahui dengan detail setiap transaksi dan data saya dibukalapak jadi saya percaya.. Dan kemudian saldo saya jadi nol baik itu saldo dana dan saldo buka emas.. Tolong untuk bukalapak lebih ditingkatkan lagi keamanannya..,2,Negatif
"Loading aplikasi terlalu berat. Saat ngetik banyak lag, loading pencariang juga lama. Aplikasi sering macet dan keluar sendiri. Beda dengan shoope yang aplikasinya ringan untuk mengetik juga tidak terjadi lag.",2,Negatif
"Aplikasi bagus, labih mudah untuk berbelanja online. Tolong ditinjau ulang, untuk melihat kolom pembayaran harus 2 langkah. Kendalanya kalau bayar tagihan lebih dari 2 terlalu lama untuk melihat nomor akun bank, karena pembayaran dimesin ATM harus cepat. Dan untuk semua notifikasi pemberitahuannya selalu terlambat, biasanya dalam waktu 24 jam. Bank BRI manual tidak bisa, kartu kredit BRI juga tidak bisa. Jadi saya lebih suks dan mudah belanja online diAplikasi lain.",2,Negatif
"Sebagai penjual kenapa setiap kali ada pesan masuk 1,notifikasinya bisa sampai 30pesan masuk, yg 29 pesan lama muncul lagi notifikasinya.. Jadi bunyinya 30x padahal cuma ada 1pesan baru...udah update aplikasi sama saja ..mohondiperbaiki",2,Negatif
"Aplikasi bagus terpercaya harga terjangkau, cuma masalah pelapak dan jasa ekspedisi nya yg perlu dibenahi kinerjanya. Dan sistem pembatalan pesanan cenderung memihak penjual. Jika pesanan blm diproses, harusnya bisa batal otomatis tanpa persetujuan penjual. (Kecuali pesanan sudah diproses penjual)",5,Positif
"Aplikasi buruk....!!! Selalu ngRestart sendiri klo lg lanjutin transaksi.. Sdh d uninstal / d logout lg. Msh tetep restart sendiri aplikasi ny.. Sampe hp sya d reset, aplikasi ny msh restart lg.. Ada masalah apa d pengembang aplikasi ny, sampe2 masalah kyk gini ngga selesai.. Mohon klo mau berkembang dan bersaing, pelayanan dan kenyamana di utamakan. Trimakasih,",1,Negatif
"Aplikasinya super super berat, kebanyakan iklan yang di pajang, nge load nya super lama, padahal jaringan sangat bagus🤣 Coba deh yang simpel simpel aja kaya aplikasi sebelah, simpel namun sangat berguna. Ini semua promo di pajang di beranda, gimana gak berat dan lama nge load gambar2nya.",1,Negatif
"Flash deal BL harga nya menipu, dinaikin dulu terus seolah olah ada ket potongan harga, padahal mah emang harga nya segitu.. Soal harga ""mode flash deal"" nya, jauh lebih baik sebelah. Harus di tingkatkan lagi.. Untuk yang lain oke.",4,Positif
"aplikasi bukalapak kurang lancar loading di android, setiap saya klik di transaksi pembelian, aplikasi ini lgsg close sendiri, shg tdk pernah bisa lakukan up date di transaksi. mau mengajukan komplain pengembalian barang tp fitur tsb jg sulit / tdk muncul di aplikasi. masukan utk admin mgkn aplikasi ini bisa lbh disempurnakan agar tdk menyulitkan bagi pengguna",2,Negatif
"Mantap, pertahankan. Kalo bisa size aplikasi jangan terlalu berat, terlalu banyak animasi2, promo2 yg membingungkan. Mungkin lebih enak dibuat simple ringan di hp, belanja cepet.",5,Positif
"Cukup memuaskan...hanya saja saat pemesanan sudah diproses...informasi keberadaan paket kita terkadang masih dmnanya gak ada keterangan posisinya, saran nya ...klo bisa posisi paket ada informasi keberadaannya posisi kurirnya, biar konsumen tau waktu jelas sampe barngnya kapan...soalnya klo buat yg bisnis lgi kan kita perlu info yg akurat buat klien kita jg . Oh ya satu lgi...buat temen2 pelapak yg low respon ...mohon dikasih tanda...biar kita gk terlalu memilih kesana untuk belanja. Makasih",5,Positif
"Kalo bukalapak mau rame jangan hanya menampilkan barang penjual yang mau bayar iklan saja, kdg barang yg di beli pembeli berasal dari pedagang kecil yang belum mampu bayar iklan, pembeli susah mendapatkan barang yang dicarinya penjual juga gak pernah dapat orderan karena gak mampu bayar iklan, lama2 bakal di tinggal aplikasinya. Minimal yang gak bisa bayar iklan tetap ditampilkan meskipun berada di paling bawah, saran aja sih, gimana mau bayar iklan klo pemasukan aja gak ada",4,Positif
"Wah aplikasi Jual beli online terbaik buat pengalaman saya,saran saya untuk penjualan mohon di kasih opsi misal ada varian,warna/ukuran jadi untuk satu iklan bisa untuk lebih dari 1 pilihan,suatu contoh dalam satu iklan terdapat varian HP dengan memori 32/3 & memori 64/4,jdi lebih mempermudah untuk belanja seperti lapak sebelah [sh*pee]",5,Positif
"aplikasi online shop paling lambat dan berat load datanya. dulu tercepat sekarang payah. credit coin juga di cepet hangus. untuk kendala sinyal. sepertinya tidak masalah. hal ini udah terjadi cukup lama. coba pihak BL, test kecepatan akses online shop lain. tujuanya sy kasih masukan supaya pengguna lainya nyaman. kalau bisa credit gratis hangusnya di panjangin semisal 1 th baru hangus.",1,Negatif
"Aplikasinya bagus sama dgn aplikasi2 market place yg besar dan sdh terkenal lebih dahulu, cuma ada sedikit gangguan dlm aplikasi ini yaitu respon pilihan dari fitur ke fitur ada lag yg mengganggu krn kadang balik kemenu awal lagi/home.",5,Positif
"Dh bagus semuanya, cuma aja ui nya tingkatkan lagi & performa. Kadang harus cepet kecepatan koneksinya, baru bisa muncul seluruh gambar produk/gambar fitur2nya",4,Positif
"Sampai saat ini masih kecewa dengan aplikasinya.. Karna transaksi masuk sering tidak terlihat.. Jadi kalo kita tidak buka aplikasi maka orderan masuk tidak ada notif..Juga loadingnya yg sangat lama sekali., padahal sinyal bagus",2,Negatif
"Untuk Aplikasi BUKALAPAK yg terbaru ini sangat berat di buka pada Android samsung J3 saya yang Ram 1.5 gb yang pada versi sebelum nya sangat ringan..,sekarang mau buka menu Bukalapak layar nya harus hitam dulu..terus ada notif ""Bukalapak tidak merespon"".gak lama kemudian keluar sendiri. Mohon jgn terlalu banyak tambahan aplikasi...biar hp yg menengah kebawa bisa membeli dan belanja dengan mudah.",1,Negatif
Sangat bagus dengan fitur yang lengkap dan jenis barang yg komplit. Harap jangan bekerja sama dengan ekspedisi yg sangat tidak direkomendasikan. Sehingga barang sangat lama sampai ke pemesan.,4,Positif
Saya pernah belanja di bukalapak barang ditolak tapi uang cepat kembali dan bisa untuk belanja lagi dan ini tidak saya temukan disebelah sana. Saya belanja disebelah sana barang ditolak sampai sekarang sudah sebulan lebih tidak bisa dicairkan atau dibelanjakan. Itulah pengalaman saya yg susah terlupakan. Terima kasih bukalapak pelayanan cepat dan tepat,5,Positif
Assalamu'alaikum terimakasih bukalapak sudah menjadi mitra prakerja yang sangat lengkap dan memiliki banyak pilihan kelas pelatihan. Dan prosesnya pembelian kelasnya mudah dan pengiriman KodeVoucher juga sangat cepat. Terimakasih bukalapak sudah sangat membantu.,5,Positif
"Blanja udah beberapa kali, belum pernah kecewa, pelapak rata2 Ok, respon cepat, sedikit saran,, aplikasi agak berat, jdi agk lelet buka di lokasi yg jaringannya kurang bagus,, Sukses selalu...tq..👍👍",5,Positif
Alhamdulillaah Trimakasih banyak buat Bukalapak krn memberikan fasilitas yg terjangkau terutama hrga Iklannya yg sangat sesuai dgn budget saya. Dan saya bisa mempromosikan semua barang saya tanpa takut biaya yg mahal.. Klo di aplikasi sebelah mahal sekaleeeee. Selain itu pengaturan tampilan barang sangat mudah diatur. Sehingga gk pusing klo mau atur stok/iklan/diskon/ubah poto/diskripsi,5,Positif
"Saya kecewa dengan aplikasi bukalapak yang sekarang karena terdapat fitur ""zonk"" pada spin dan kalau top up lewat briva, tertulis sukses tapi saldonya tidak bertambah. Setiap dapat spin selalu zonk, kecewa deh, saya sudah selalu menyempatkan waktu untuk putar spin, tapi hasilnya selalu zonk. Customers service nya tidak dapat menyelesaikan masalah, akhirnya uang yang saya top up lewat briva, hilang dengan sia-sia. Nanti kalau uang saya sudah kembali, saya naikkan lagi bintangnya.",1,Negatif
"Hallo saya muhyi dari program kartu prakerja. Aplikasi buka lapak sangat mudah d akses bagi para pemula, dan apabila menemukan kesulitan kita dapat mengatasinya melalui bukabantuan. Jadi tidak ada alasan untuk takut gagal respons dan lain sebagainya, semoga membantu. 🙏",5,Positif
