content,score,Sentimen,lowerCase,text_StopWord,text_tokens,text_stemindo
"Assalamualaikum saya vita sebagai peserta kartu prakerja yang mengikuti pelatihan melalui skill academy dan membelinya lewat bukalapak, sebagai pengguna baru aksesnya cukup mudah tidak ribet, tema2 pelatihannya pun banyak yg menarik,edukatif dan inspiratif sehingga saya bisa melalui pelatihan ini dg baik.. Trimakasih bukalapak.",5,1,assalamualaikum saya vita sebagai peserta kartu prakerja yang mengikuti pelatihan melalui skill academy dan membelinya lewat bukalapak sebagai pengguna baru aksesnya cukup mudah tidak ribet tema pelatihannya pun banyak yg menarikedukatif dan inspiratif sehingga saya bisa melalui pelatihan ini dg baik trimakasih bukalapak,assalamualaikum vita peserta kartu prakerja mengikuti pelatihan skill academy membelinya bukalapak pengguna aksesnya mudah ribet tema pelatihannya menarikedukatif inspiratif pelatihan dg trimakasih bukalapak,"['assalamualaikum', 'vita', 'peserta', 'kartu', 'prakerja', 'mengikuti', 'pelatihan', 'skill', 'academy', 'membelinya', 'bukalapak', 'pengguna', 'aksesnya', 'mudah', 'ribet', 'tema', 'pelatihannya', 'menarikedukatif', 'inspiratif', 'pelatihan', 'dg', 'trimakasih', 'bukalapak']",assalamualaikum vita serta kartu prakerja ikut latih skill academy bel bukalapak guna akses mudah ribet tema latih menarikedukatif inspiratif latih dg trimakasih bukalapak
"pokonya super aman dan nyaman banget belaja di BL skrng banyak fitur yg lebih berguna untuk saya dan teman"" saya pun beralih ke buka lapak 😁 . semoga aja saya dapat gunain fitur bayar nanti:( kayanya pasti lebih top lagi terimakasih bukalapak telah mempermudah kebutuhan saya ^...^",5,1,pokonya super aman dan nyaman banget belaja di bl skrng banyak fitur yg lebih berguna untuk saya dan teman saya pun beralih ke buka lapak   semoga aja saya dapat gunain fitur bayar nanti kayanya pasti lebih top lagi terimakasih bukalapak telah mempermudah kebutuhan saya ,pokonya super aman nyaman banget belaja bl skrng fitur berguna teman beralih buka lapak semoga gunain fitur bayar kayanya top terimakasih bukalapak mempermudah kebutuhan,"['pokonya', 'super', 'aman', 'nyaman', 'banget', 'belaja', 'bl', 'skrng', 'fitur', 'berguna', 'teman', 'beralih', 'buka', 'lapak', 'semoga', 'gunain', 'fitur', 'bayar', 'kayanya', 'top', 'terimakasih', 'bukalapak', 'mempermudah', 'kebutuhan']",poko super aman nyaman banget baja bl skrng fitur guna teman alih buka lapak moga gunain fitur bayar kaya top terimakasih bukalapak mudah butuh
"aplikasi jual beli online yg dikemas dan disajikan oleh aplikator yg profesional.. transaksi sangat cepat, mudah dan praktis.. tidak seperti kompetitornya *a*a*a.. yaah, walaupun Bukalapak masih ada kekurangan nya juga, kekurangan nya yaitu tidak pernah / belum memilih saya sebagai pemenang serbu seru..😄😄",5,1,aplikasi jual beli online yg dikemas dan disajikan oleh aplikator yg profesional transaksi sangat cepat mudah dan praktis tidak seperti kompetitornya aaa yaah walaupun bukalapak masih ada kekurangan nya juga kekurangan nya yaitu tidak pernah  belum memilih saya sebagai pemenang serbu seru,aplikasi jual beli online dikemas disajikan aplikator profesional transaksi cepat mudah praktis kompetitornya aaa yaah bukalapak kekurangan kekurangan memilih pemenang serbu seru,"['aplikasi', 'jual', 'beli', 'online', 'dikemas', 'disajikan', 'aplikator', 'profesional', 'transaksi', 'cepat', 'mudah', 'praktis', 'kompetitornya', 'aaa', 'yaah', 'bukalapak', 'kekurangan', 'kekurangan', 'memilih', 'pemenang', 'serbu', 'seru']",aplikasi jual beli online kemas saji aplikator profesional transaksi cepat mudah praktis kompetitor aaa yaah bukalapak kurang kurang pilih menang serbu seru
Assalamualaikum saya sudah membelih dan mengikuti pelatihan yang di sediakan di buka lapak yang berjudul (Kuasai Cara Berbicara Depan Umum dengan Teknik NLP) dan pelatihannya sangat bagus dan materinya mudah di pahami... Semoga apliaksi buka lapak makin sukses terus..,5,1,assalamualaikum saya sudah membelih dan mengikuti pelatihan yang di sediakan di buka lapak yang berjudul kuasai cara berbicara depan umum dengan teknik nlp dan pelatihannya sangat bagus dan materinya mudah di pahami semoga apliaksi buka lapak makin sukses terus,assalamualaikum membelih mengikuti pelatihan sediakan buka lapak berjudul kuasai berbicara teknik nlp pelatihannya bagus materinya mudah pahami semoga apliaksi buka lapak sukses,"['assalamualaikum', 'membelih', 'mengikuti', 'pelatihan', 'sediakan', 'buka', 'lapak', 'berjudul', 'kuasai', 'berbicara', 'teknik', 'nlp', 'pelatihannya', 'bagus', 'materinya', 'mudah', 'pahami', 'semoga', 'apliaksi', 'buka', 'lapak', 'sukses']",assalamualaikum membelih ikut latih sedia buka lapak judul kuasa bicara teknik nlp latih bagus materi mudah paham moga apliaksi buka lapak sukses
"Saya order dengan metode pembayaran VA tidak langsung diverifikasi, bahkan sdh saya lampirkan juga bukti transfernya berikut dokumen tambahannya, sampai akhirnya orderan saya tercancel otomatis, barang gak dapat duitpun sampai ini belum dikembalikan. Saya sudah coba komplain sdh berulang kali dr kemarin sampai saat ini, tapi respon dari pihak BL sangat buruk, sampai pada akhirnya komplain saya dialihkan dengan tiket yang berbeda, dan saya disuruh membalas ke nomor tiket tersebut. KECEWA",1,0,saya order dengan metode pembayaran va tidak langsung diverifikasi bahkan sdh saya lampirkan juga bukti transfernya berikut dokumen tambahannya sampai akhirnya orderan saya tercancel otomatis barang gak dapat duitpun sampai ini belum dikembalikan saya sudah coba komplain sdh berulang kali dr kemarin sampai saat ini tapi respon dari pihak bl sangat buruk sampai pada akhirnya komplain saya dialihkan dengan tiket yang berbeda dan saya disuruh membalas ke nomor tiket tersebut kecewa,order metode pembayaran va langsung diverifikasi sdh lampirkan bukti transfernya dokumen tambahannya orderan tercancel otomatis barang duitpun dikembalikan coba komplain sdh berulang kali kemarin respon bl buruk komplain dialihkan tiket berbeda disuruh membalas nomor tiket kecewa,"['order', 'metode', 'pembayaran', 'va', 'langsung', 'diverifikasi', 'sdh', 'lampirkan', 'bukti', 'transfernya', 'dokumen', 'tambahannya', 'orderan', 'tercancel', 'otomatis', 'barang', 'duitpun', 'dikembalikan', 'coba', 'komplain', 'sdh', 'berulang', 'kali', 'kemarin', 'respon', 'bl', 'buruk', 'komplain', 'dialihkan', 'tiket', 'berbeda', 'disuruh', 'membalas', 'nomor', 'tiket', 'kecewa']",order metode bayar va langsung verifikasi sdh lampir bukti transfer dokumen tambah order tercancel otomatis barang duit kembali coba komplain sdh ulang kali kemarin respon bl buruk komplain alih tiket beda suruh balas nomor tiket kecewa
"Terimakasih bukalapak sudah bekerjasama dengan mitra pelatihan prakerja , sangat membantu sekali pelatihan yang sangat bagus detail jelas bisa menambah wawasan atau ilmu pengetahuan dan pelatihan yang sayang mudah di pahami atau di mengerti",5,1,terimakasih bukalapak sudah bekerjasama dengan mitra pelatihan prakerja  sangat membantu sekali pelatihan yang sangat bagus detail jelas bisa menambah wawasan atau ilmu pengetahuan dan pelatihan yang sayang mudah di pahami atau di mengerti,terimakasih bukalapak bekerjasama mitra pelatihan prakerja membantu pelatihan bagus detail menambah wawasan ilmu pengetahuan pelatihan sayang mudah pahami mengerti,"['terimakasih', 'bukalapak', 'bekerjasama', 'mitra', 'pelatihan', 'prakerja', 'membantu', 'pelatihan', 'bagus', 'detail', 'menambah', 'wawasan', 'ilmu', 'pengetahuan', 'pelatihan', 'sayang', 'mudah', 'pahami', 'mengerti']",terimakasih bukalapak bekerjasama mitra latih prakerja bantu latih bagus detail tambah wawas ilmu tahu latih sayang mudah paham erti
"Trimkasih bukalapak telah menjadi mitra dr kartu prakerja yg menyediakan pelatihan² yg bermanfaat bagi seseorang untuk menambah ilmu, wawasan, ketrampilan , dan jg memberikan peluang untuk membuka usaha baru.",5,1,trimkasih bukalapak telah menjadi mitra dr kartu prakerja yg menyediakan pelatihan yg bermanfaat bagi seseorang untuk menambah ilmu wawasan ketrampilan  dan jg memberikan peluang untuk membuka usaha baru,trimkasih bukalapak mitra kartu prakerja menyediakan pelatihan bermanfaat menambah ilmu wawasan ketrampilan peluang membuka usaha,"['trimkasih', 'bukalapak', 'mitra', 'kartu', 'prakerja', 'menyediakan', 'pelatihan', 'bermanfaat', 'menambah', 'ilmu', 'wawasan', 'ketrampilan', 'peluang', 'membuka', 'usaha']",trimkasih bukalapak mitra kartu prakerja sedia latih manfaat tambah ilmu wawas ketrampilan peluang buka usaha
"Sangat bermanfaat,materi mudah dipahami krn disampaikan dgn bahasa yg tdk semuanya formal,biar lebih bagus lg,ebook diperbaiki lg sedikit krn masih ada yg typo dan ada soal yg materi tdk dijelaskan,tambahkan opsi kualitas video yg diputar oleh user,jumlah",5,1,sangat bermanfaatmateri mudah dipahami krn disampaikan dgn bahasa yg tdk semuanya formalbiar lebih bagus lgebook diperbaiki lg sedikit krn masih ada yg typo dan ada soal yg materi tdk dijelaskantambahkan opsi kualitas video yg diputar oleh userjumlah,bermanfaatmateri mudah dipahami krn dgn bahasa formalbiar bagus lgebook diperbaiki krn typo materi dijelaskantambahkan opsi kualitas video diputar userjumlah,"['bermanfaatmateri', 'mudah', 'dipahami', 'krn', 'dgn', 'bahasa', 'formalbiar', 'bagus', 'lgebook', 'diperbaiki', 'krn', 'typo', 'materi', 'dijelaskantambahkan', 'opsi', 'kualitas', 'video', 'diputar', 'userjumlah']",bermanfaatmateri mudah paham krn dgn bahasa formalbiar bagus lgebook baik krn typo materi dijelaskantambahkan opsi kualitas video putar userjumlah
Materi yg disampaikan dalam kelas sangat interkatif dan jelas. Cenderung menggunakan bahasa yang mudah dipahami dan tidak membuat bingung. Sukses selaluuuuu! terima kasih banyaaak mitra prakerja😊,5,1,materi yg disampaikan dalam kelas sangat interkatif dan jelas cenderung menggunakan bahasa yang mudah dipahami dan tidak membuat bingung sukses selaluuuuu terima kasih banyaaak mitra prakerja,materi kelas interkatif cenderung bahasa mudah dipahami bingung sukses selaluuuuu terima kasih banyaaak mitra prakerja,"['materi', 'kelas', 'interkatif', 'cenderung', 'bahasa', 'mudah', 'dipahami', 'bingung', 'sukses', 'selaluuuuu', 'terima', 'kasih', 'banyaaak', 'mitra', 'prakerja']",materi kelas interkatif cenderung bahasa mudah paham bingung sukses selaluuuuu terima kasih banyaaak mitra prakerja
Terimakasih banyak kami ucapkan kepada bukalapak telah menyediakan kelas pelatihan strategi menjual apapun dengan mudah dengan adanya kelas ini dapat memberikam ilmu baru dan menambaj wawasan semoga ilmu ini bermanfaat bagi saya. Dan saya mengalami kesulitan untuk memberikan ranting dan ulasan di dalam aplikasi tokopedia atas prosedur kartu prakerja karena saya cari -cari tidak ada apakah tidak tesedia atau di mana tempatnya.,5,1,terimakasih banyak kami ucapkan kepada bukalapak telah menyediakan kelas pelatihan strategi menjual apapun dengan mudah dengan adanya kelas ini dapat memberikam ilmu baru dan menambaj wawasan semoga ilmu ini bermanfaat bagi saya dan saya mengalami kesulitan untuk memberikan ranting dan ulasan di dalam aplikasi tokopedia atas prosedur kartu prakerja karena saya cari cari tidak ada apakah tidak tesedia atau di mana tempatnya,terimakasih ucapkan bukalapak menyediakan kelas pelatihan strategi menjual apapun mudah kelas memberikam ilmu menambaj wawasan semoga ilmu bermanfaat mengalami kesulitan ranting ulasan aplikasi tokopedia prosedur kartu prakerja cari cari tesedia tempatnya,"['terimakasih', 'ucapkan', 'bukalapak', 'menyediakan', 'kelas', 'pelatihan', 'strategi', 'menjual', 'apapun', 'mudah', 'kelas', 'memberikam', 'ilmu', 'menambaj', 'wawasan', 'semoga', 'ilmu', 'bermanfaat', 'mengalami', 'kesulitan', 'ranting', 'ulasan', 'aplikasi', 'tokopedia', 'prosedur', 'kartu', 'prakerja', 'cari', 'cari', 'tesedia', 'tempatnya']",terimakasih ucap bukalapak sedia kelas latih strategi jual apa mudah kelas memberikam ilmu menambaj wawas moga ilmu manfaat alami sulit ranting ulas aplikasi tokopedia prosedur kartu prakerja cari cari tesedia tempat
"Parah udah 2 kali order pembayaran lewat indomart sukses tapi status pembayaran masih menunggu pembayaran! Sampe batas waktu kadaluarsa habis tapi status masih menunggu pembayaran!! Uang saya di kemanakan! Udah komplain tapi respon gtu gtu ajah , saya cuma pengen uang kembali!!! Perbaiki kesalahan system pembayaran yg ngaco min",1,0,parah udah  kali order pembayaran lewat indomart sukses tapi status pembayaran masih menunggu pembayaran sampe batas waktu kadaluarsa habis tapi status masih menunggu pembayaran uang saya di kemanakan udah komplain tapi respon gtu gtu ajah  saya cuma pengen uang kembali perbaiki kesalahan system pembayaran yg ngaco min,parah udah kali order pembayaran indomart sukses status pembayaran menunggu pembayaran sampe batas kadaluarsa habis status menunggu pembayaran uang kemanakan udah komplain respon gtu gtu ajah pengen uang perbaiki kesalahan system pembayaran ngaco min,"['parah', 'udah', 'kali', 'order', 'pembayaran', 'indomart', 'sukses', 'status', 'pembayaran', 'menunggu', 'pembayaran', 'sampe', 'batas', 'kadaluarsa', 'habis', 'status', 'menunggu', 'pembayaran', 'uang', 'kemanakan', 'udah', 'komplain', 'respon', 'gtu', 'gtu', 'ajah', 'pengen', 'uang', 'perbaiki', 'kesalahan', 'system', 'pembayaran', 'ngaco', 'min']",parah udah kali order bayar indomart sukses status bayar tunggu bayar sampe batas kadaluarsa habis status tunggu bayar uang mana udah komplain respon gtu gtu ajah ken uang baik salah system bayar ngaco min
"Aplikasinya makin berat saja, terus sistem pencariannya kurang lengkap gak kayak seperti yg dulu... Tolong buat lebih ringan aplikasinya, dan terutama pada bagian sistem pencarian, karena kurang mampu menampilkan barang2 yg dicari, gx kayak aplikasi toko online sebelah yang makin hebat saja...",2,0,aplikasinya makin berat saja terus sistem pencariannya kurang lengkap gak kayak seperti yg dulu tolong buat lebih ringan aplikasinya dan terutama pada bagian sistem pencarian karena kurang mampu menampilkan barang yg dicari gx kayak aplikasi toko online sebelah yang makin hebat saja,aplikasinya berat sistem pencariannya lengkap kayak tolong ringan aplikasinya sistem pencarian menampilkan barang dicari gx kayak aplikasi toko online sebelah hebat,"['aplikasinya', 'berat', 'sistem', 'pencariannya', 'lengkap', 'kayak', 'tolong', 'ringan', 'aplikasinya', 'sistem', 'pencarian', 'menampilkan', 'barang', 'dicari', 'gx', 'kayak', 'aplikasi', 'toko', 'online', 'sebelah', 'hebat']",aplikasi berat sistem cari lengkap kayak tolong ringan aplikasi sistem cari tampil barang cari gx kayak aplikasi toko online belah hebat
"Sangat bagus aplikasi ini. Dimana terdapat beberapa fitur di dalam nya yg memberikan pembelajaran serta bisa mengedukasi pola pikir yang salah menjadi benar, dan menjadi paham betul akan gagasan pikiran yg mau di uturakan atau disampaikan.",5,1,sangat bagus aplikasi ini dimana terdapat beberapa fitur di dalam nya yg memberikan pembelajaran serta bisa mengedukasi pola pikir yang salah menjadi benar dan menjadi paham betul akan gagasan pikiran yg mau di uturakan atau disampaikan,bagus aplikasi dimana fitur pembelajaran mengedukasi pola pikir salah paham gagasan pikiran uturakan,"['bagus', 'aplikasi', 'dimana', 'fitur', 'pembelajaran', 'mengedukasi', 'pola', 'pikir', 'salah', 'paham', 'gagasan', 'pikiran', 'uturakan']",bagus aplikasi mana fitur ajar edukasi pola pikir salah paham gagas pikir uturakan
"Aplikasi yg sangat membantu, selain itu juga tersedia berbagai kursus.untuk menambah skill dan wawasan.saya pribadi sudah mengikuti kursus prakerja yg di beli di bukalapak. Nama kursus ￼ Strategi Efektif Untuk Menjual Apapun Dengan Mudah Dan hasil nya sangat keren memuaskan. Trimakasih",5,1,aplikasi yg sangat membantu selain itu juga tersedia berbagai kursusuntuk menambah skill dan wawasansaya pribadi sudah mengikuti kursus prakerja yg di beli di bukalapak nama kursus  strategi efektif untuk menjual apapun dengan mudah dan hasil nya sangat keren memuaskan trimakasih,aplikasi membantu tersedia kursusuntuk menambah skill wawasansaya pribadi mengikuti kursus prakerja beli bukalapak nama kursus strategi efektif menjual apapun mudah hasil keren memuaskan trimakasih,"['aplikasi', 'membantu', 'tersedia', 'kursusuntuk', 'menambah', 'skill', 'wawasansaya', 'pribadi', 'mengikuti', 'kursus', 'prakerja', 'beli', 'bukalapak', 'nama', 'kursus', 'strategi', 'efektif', 'menjual', 'apapun', 'mudah', 'hasil', 'keren', 'memuaskan', 'trimakasih']",aplikasi bantu sedia kursusuntuk tambah skill wawasansaya pribadi ikut kursus prakerja beli bukalapak nama kursus strategi efektif jual apa mudah hasil keren muas trimakasih
"Semoga kedepannya fitur klaim barang rusak/komplainnya lebih baik, bisa sepadan dengan hasilnya..karna menurut saya fitur klaim/komplain masih belum maksimal, terutama jika barang rusaknya saat di ekspedisi..memang kesalahan ada di ekspedisi, tapi karna kita belinya di bukalapak setidaknya bukalapak bisa membantu mempermudah urusan klaim/komplain kita..untuk lainnya sih sudah bagus..",5,1,semoga kedepannya fitur klaim barang rusakkomplainnya lebih baik bisa sepadan dengan hasilnyakarna menurut saya fitur klaimkomplain masih belum maksimal terutama jika barang rusaknya saat di ekspedisimemang kesalahan ada di ekspedisi tapi karna kita belinya di bukalapak setidaknya bukalapak bisa membantu mempermudah urusan klaimkomplain kitauntuk lainnya sih sudah bagus,semoga kedepannya fitur klaim barang rusakkomplainnya sepadan hasilnyakarna fitur klaimkomplain maksimal barang rusaknya ekspedisimemang kesalahan ekspedisi karna belinya bukalapak bukalapak membantu mempermudah urusan klaimkomplain kitauntuk bagus,"['semoga', 'kedepannya', 'fitur', 'klaim', 'barang', 'rusakkomplainnya', 'sepadan', 'hasilnyakarna', 'fitur', 'klaimkomplain', 'maksimal', 'barang', 'rusaknya', 'ekspedisimemang', 'kesalahan', 'ekspedisi', 'karna', 'belinya', 'bukalapak', 'bukalapak', 'membantu', 'mempermudah', 'urusan', 'klaimkomplain', 'kitauntuk', 'bagus']",moga depan fitur klaim barang rusakkomplainnya padan hasilnyakarna fitur klaimkomplain maksimal barang rusak ekspedisimemang salah ekspedisi karna beli bukalapak bukalapak bantu mudah urus klaimkomplain kitauntuk bagus
Aplikasi belanja ilmu paling keren deh... Selain bisa belanja buat belajar juga bisa belanja apa aja di bukalapak. Pelayanannya juga oke banget gak bikin ribet. Pokoknya aku rekomendasiin banget deh apalagi buat daftar paket prakerja. Cihuuuuyyyy banget😘😘😘😘😍😘💋,5,1,aplikasi belanja ilmu paling keren deh selain bisa belanja buat belajar juga bisa belanja apa aja di bukalapak pelayanannya juga oke banget gak bikin ribet pokoknya aku rekomendasiin banget deh apalagi buat daftar paket prakerja cihuuuuyyyy banget,aplikasi belanja ilmu keren deh belanja belajar belanja bukalapak pelayanannya oke banget bikin ribet pokoknya rekomendasiin banget deh daftar paket prakerja cihuuuuyyyy banget,"['aplikasi', 'belanja', 'ilmu', 'keren', 'deh', 'belanja', 'belajar', 'belanja', 'bukalapak', 'pelayanannya', 'oke', 'banget', 'bikin', 'ribet', 'pokoknya', 'rekomendasiin', 'banget', 'deh', 'daftar', 'paket', 'prakerja', 'cihuuuuyyyy', 'banget']",aplikasi belanja ilmu keren deh belanja ajar belanja bukalapak layan oke banget bikin ribet pokok rekomendasiin banget deh daftar paket prakerja cihuuuuyyyy banget
"Halo saya nurul Fadilla sudah menyelesaikan ujian pelatihan prakerja dari buka lapak, sangat membatu dengan pilihan topik strategi mudah menjual segala apapun. Materi"" dan topik nya sangat bagus",5,1,halo saya nurul fadilla sudah menyelesaikan ujian pelatihan prakerja dari buka lapak sangat membatu dengan pilihan topik strategi mudah menjual segala apapun materi dan topik nya sangat bagus,halo nurul fadilla menyelesaikan ujian pelatihan prakerja buka lapak membatu pilihan topik strategi mudah menjual apapun materi topik bagus,"['halo', 'nurul', 'fadilla', 'menyelesaikan', 'ujian', 'pelatihan', 'prakerja', 'buka', 'lapak', 'membatu', 'pilihan', 'topik', 'strategi', 'mudah', 'menjual', 'apapun', 'materi', 'topik', 'bagus']",halo nurul fadilla selesai uji latih prakerja buka lapak batu pilih topik strategi mudah jual apa materi topik bagus
"Hallo saya telah menyelesaikan pelatihan di prakerja di bidang Sukses mengelola UMKM oleh skill academy, Aplikasinya mudah dipahami, cepat dalam melakukan transaksi pelatihan, sangat efisien, dan mudah dimengerti, semoga semakin sukses untuk Bukalapak.",5,1,hallo saya telah menyelesaikan pelatihan di prakerja di bidang sukses mengelola umkm oleh skill academy aplikasinya mudah dipahami cepat dalam melakukan transaksi pelatihan sangat efisien dan mudah dimengerti semoga semakin sukses untuk bukalapak,hallo menyelesaikan pelatihan prakerja bidang sukses mengelola umkm skill academy aplikasinya mudah dipahami cepat transaksi pelatihan efisien mudah dimengerti semoga sukses bukalapak,"['hallo', 'menyelesaikan', 'pelatihan', 'prakerja', 'bidang', 'sukses', 'mengelola', 'umkm', 'skill', 'academy', 'aplikasinya', 'mudah', 'dipahami', 'cepat', 'transaksi', 'pelatihan', 'efisien', 'mudah', 'dimengerti', 'semoga', 'sukses', 'bukalapak']",hallo selesai latih prakerja bidang sukses kelola umkm skill academy aplikasi mudah paham cepat transaksi latih efisien mudah erti moga sukses bukalapak
"Trima kasih sekali kepada bukalapak yg telah membantu proses pelatihan untuk peserta prakerja, sangat mudah sekali prosesnya, dan banyak sekali pilihan² pelatihan yg sangat dibutuhkan para kalangan muda jaman sekrang untuk menambah wawasan dan ilmu untuk memulai pekerjaan",5,1,trima kasih sekali kepada bukalapak yg telah membantu proses pelatihan untuk peserta prakerja sangat mudah sekali prosesnya dan banyak sekali pilihan pelatihan yg sangat dibutuhkan para kalangan muda jaman sekrang untuk menambah wawasan dan ilmu untuk memulai pekerjaan,trima kasih bukalapak membantu proses pelatihan peserta prakerja mudah prosesnya pilihan pelatihan dibutuhkan kalangan muda jaman sekrang menambah wawasan ilmu pekerjaan,"['trima', 'kasih', 'bukalapak', 'membantu', 'proses', 'pelatihan', 'peserta', 'prakerja', 'mudah', 'prosesnya', 'pilihan', 'pelatihan', 'dibutuhkan', 'kalangan', 'muda', 'jaman', 'sekrang', 'menambah', 'wawasan', 'ilmu', 'pekerjaan']",trima kasih bukalapak bantu proses latih serta prakerja mudah proses pilih latih butuh kalang muda jaman sekrang tambah wawas ilmu kerja
"Terimakasih ini sangat membantu sih apalagi sekarang bukalapak kerjasama dengan program prakerja yang membuat lebih mudah dan pilihan menu nya banyak,serta materi,tutor dan mentor nya bagus dalam menerangkan jadi mudah di mengerti dan di pahami",5,1,terimakasih ini sangat membantu sih apalagi sekarang bukalapak kerjasama dengan program prakerja yang membuat lebih mudah dan pilihan menu nya banyakserta materitutor dan mentor nya bagus dalam menerangkan jadi mudah di mengerti dan di pahami,terimakasih membantu bukalapak kerjasama program prakerja mudah pilihan menu banyakserta materitutor mentor bagus menerangkan mudah mengerti pahami,"['terimakasih', 'membantu', 'bukalapak', 'kerjasama', 'program', 'prakerja', 'mudah', 'pilihan', 'menu', 'banyakserta', 'materitutor', 'mentor', 'bagus', 'menerangkan', 'mudah', 'mengerti', 'pahami']",terimakasih bantu bukalapak kerjasama program prakerja mudah pilih menu banyakserta materitutor mentor bagus terang mudah erti paham
"Saya pengguna kartu prakerja dan menggunakan bukalapak sebagai mitra yg bekerja sama dengan kartu prakerja, untuk pelatihan saya menggunakan skill academy yg pelatihannya sangat mudah dimengerti, lalu bukalapak juga sangat mudah untuk mencari lembaga-lembaga atau kelas pelatihan yang dibutuhkan. Semuanya berjalan lancar",5,1,saya pengguna kartu prakerja dan menggunakan bukalapak sebagai mitra yg bekerja sama dengan kartu prakerja untuk pelatihan saya menggunakan skill academy yg pelatihannya sangat mudah dimengerti lalu bukalapak juga sangat mudah untuk mencari lembagalembaga atau kelas pelatihan yang dibutuhkan semuanya berjalan lancar,pengguna kartu prakerja bukalapak mitra kartu prakerja pelatihan skill academy pelatihannya mudah dimengerti bukalapak mudah mencari lembagalembaga kelas pelatihan dibutuhkan berjalan lancar,"['pengguna', 'kartu', 'prakerja', 'bukalapak', 'mitra', 'kartu', 'prakerja', 'pelatihan', 'skill', 'academy', 'pelatihannya', 'mudah', 'dimengerti', 'bukalapak', 'mudah', 'mencari', 'lembagalembaga', 'kelas', 'pelatihan', 'dibutuhkan', 'berjalan', 'lancar']",guna kartu prakerja bukalapak mitra kartu prakerja latih skill academy latih mudah erti bukalapak mudah cari lembagalembaga kelas latih butuh jalan lancar
"Saya pengguna kartu prakerja platfrom Bukalapak dan memilih Skill Academy, saya mengikuti pelatihan dengan sangat lancar tanpa ada kendala sedikit pun. Pembahasan dalam pelatihan sangat mudah di mengerti dan di pahami dan sangat membantu Sekali. Terimakasih Kartu Prakerja, Bukalapak dan Skill Academy😇🙏",5,1,saya pengguna kartu prakerja platfrom bukalapak dan memilih skill academy saya mengikuti pelatihan dengan sangat lancar tanpa ada kendala sedikit pun pembahasan dalam pelatihan sangat mudah di mengerti dan di pahami dan sangat membantu sekali terimakasih kartu prakerja bukalapak dan skill academy,pengguna kartu prakerja platfrom bukalapak memilih skill academy mengikuti pelatihan lancar kendala pembahasan pelatihan mudah mengerti pahami membantu terimakasih kartu prakerja bukalapak skill academy,"['pengguna', 'kartu', 'prakerja', 'platfrom', 'bukalapak', 'memilih', 'skill', 'academy', 'mengikuti', 'pelatihan', 'lancar', 'kendala', 'pembahasan', 'pelatihan', 'mudah', 'mengerti', 'pahami', 'membantu', 'terimakasih', 'kartu', 'prakerja', 'bukalapak', 'skill', 'academy']",guna kartu prakerja platfrom bukalapak pilih skill academy ikut latih lancar kendala bahas latih mudah erti paham bantu terimakasih kartu prakerja bukalapak skill academy
"Sangat berterimakasih sekali kepada bukalapak & skill Academy, saya sangat merasa terbantu sekali dengan adanya pelatihan online prakerja ini, saya yang baru mau merintis bisnis online sangat mengedukasi dan merasa terbantu sekali, dengan penyampaian materi yang di sertai dengan gambar dan video2 sehingga sangat jelas dan mudah sekali untuk di pahami. Dan tidak lupa saya juga mencatat hal-hal yang menurut saya penting. Sekali lagi terimakasih bukalapak & skill Academy by ruang guru, jaya terus..",5,1,sangat berterimakasih sekali kepada bukalapak  skill academy saya sangat merasa terbantu sekali dengan adanya pelatihan online prakerja ini saya yang baru mau merintis bisnis online sangat mengedukasi dan merasa terbantu sekali dengan penyampaian materi yang di sertai dengan gambar dan video sehingga sangat jelas dan mudah sekali untuk di pahami dan tidak lupa saya juga mencatat halhal yang menurut saya penting sekali lagi terimakasih bukalapak  skill academy by ruang guru jaya terus,berterimakasih bukalapak skill academy terbantu pelatihan online prakerja merintis bisnis online mengedukasi terbantu penyampaian materi sertai gambar video mudah pahami lupa mencatat halhal terimakasih bukalapak skill academy by ruang guru jaya,"['berterimakasih', 'bukalapak', 'skill', 'academy', 'terbantu', 'pelatihan', 'online', 'prakerja', 'merintis', 'bisnis', 'online', 'mengedukasi', 'terbantu', 'penyampaian', 'materi', 'sertai', 'gambar', 'video', 'mudah', 'pahami', 'lupa', 'mencatat', 'halhal', 'terimakasih', 'bukalapak', 'skill', 'academy', 'by', 'ruang', 'guru', 'jaya']",berterimakasih bukalapak skill academy bantu latih online prakerja rintis bisnis online edukasi bantu sampai materi serta gambar video mudah paham lupa catat halhal terimakasih bukalapak skill academy by ruang guru jaya
"Aplikasi yg bermanfaat buat beli2, terjamin keamanannya dan banyak promo serta discountnya, hampir semua produk yang dicari ada. Satu yg perlu peningkatan kapan bukalapak bisa update saldo saat sdh di halaman pembayaran?",5,1,aplikasi yg bermanfaat buat beli terjamin keamanannya dan banyak promo serta discountnya hampir semua produk yang dicari ada satu yg perlu peningkatan kapan bukalapak bisa update saldo saat sdh di halaman pembayaran,aplikasi bermanfaat beli terjamin keamanannya promo discountnya produk dicari peningkatan bukalapak update saldo sdh halaman pembayaran,"['aplikasi', 'bermanfaat', 'beli', 'terjamin', 'keamanannya', 'promo', 'discountnya', 'produk', 'dicari', 'peningkatan', 'bukalapak', 'update', 'saldo', 'sdh', 'halaman', 'pembayaran']",aplikasi manfaat beli jamin aman promo discountnya produk cari tingkat bukalapak update saldo sdh halaman bayar
